HSLGOverallCumulativeGradePointAverage,HSLGMathematicsCumulativeGradePointAverage,CCENCRFLCollegeCode,CCENCRFLCourseMarkPoints,CCIsMultiCollege,CCTransferableUnitsAttempted,CCTransferableUnitsEarned,GPA_present,cc_first_course_success_ind,pre_alg_up11_c,alg_i_up11_c,alg_ii_up11_c,geo_up11_c,trig_up11_c,pre_calc_up11_c,calc_up11_c,stat_up11_c
3.49,3.23,571,2,1,88,76,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,17,17,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,1,93,69,0,0,0,0,0,0,0,0,0,0
3.34,3.43,576,2,1,28,28,1,1,0,1,1,1,0,0,0,0
3.07,2.2,571,2,1,64,64,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,1,64,61,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,62,62,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,63,256.98,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,169,147,0,1,0,0,0,0,0,0,0,0
3.2,2.8,576,3,1,88,85,1,1,0,0,1,0,0,0,0,0
NA,NA,571,2,1,92,92,0,1,0,0,0,0,0,0,0,0
3.26,2.12,572,3,1,60,60,1,1,0,0,1,1,0,0,0,0
3.2,2.35,576,4,1,40,40,1,1,0,0,0,1,0,0,0,0
NA,NA,572,3,1,22,16,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,85,81,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,18,14,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,10,3,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,61,61,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,61,61,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,48,45,0,1,0,0,0,0,0,0,0,0
3.1,2.35,571,4,1,68,68,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,1,65,54,0,1,0,0,0,0,0,0,0,0
1.99,0.85,571,4,1,95,92,1,1,0,0,1,0,0,0,0,0
2.4,1.5,572,0,1,17,3,1,0,0,0,1,0,0,0,0,0
NA,NA,572,1,1,53,42,0,0,0,0,0,0,0,0,0,0
2.78,1.23,571,0,1,53,34,1,0,0,0,1,0,0,0,0,0
NA,NA,572,3,1,97,284.98,0,1,0,0,0,0,0,0,0,0
2.5,2.73,576,0,1,15,5,1,0,0,0,1,1,0,0,0,0
3.44,3.5,571,3,1,14,14,0,1,0,0,0,1,0,0,0,0
0.75,NA,572,0,1,85,71,0,0,0,0,0,0,0,0,0,0
2.99,3,571,2,1,17,17,1,1,0,1,1,1,0,0,0,0
2.89,2.7,572,1,1,70,49,1,0,0,0,1,0,0,0,0,0
3.57,3.13,571,2,1,66,53,0,1,0,0,0,1,0,0,0,0
2.79,2.18,571,3,1,81.5,81.5,1,1,0,0,1,0,0,0,0,0
3.28,3.25,571,3,1,64.5,64.5,1,1,0,0,1,1,0,0,0,0
3.57,2.25,571,4,1,41,41,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,1,115,85,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,0,60,60,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,21,17,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,84,84,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,27,24,0,0,0,0,0,0,0,0,0,0
3.16,2.75,572,2,1,89,89,0,1,0,0,0,1,0,0,0,0
NA,NA,572,3,1,63,63,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,62,141.99,0,0,0,0,0,0,0,0,0,0
3.58,3.42,571,0,1,6,6,1,0,0,0,1,1,0,0,0,0
3.34,1.85,572,2,1,38,134.99,1,1,0,0,1,0,0,0,0,0
NA,NA,572,4,1,65,62,0,1,0,0,0,0,0,0,0,0
3.63,NA,572,4,1,95,171.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,26,26,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,NA,576,2,1,49,49,0,1,0,0,0,0,0,0,0,0
2.53,1,571,0,1,81,74,1,0,0,0,0,1,0,0,0,0
3.44,2.68,572,4,1,30,30,1,1,0,0,1,0,0,0,0,0
NA,NA,572,1,1,24,21,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,39,6,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,79,79,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,21,21,0,1,0,0,0,0,0,0,0,0
3.89,4,576,2,1,24,24,1,1,0,1,0,1,0,0,0,0
NA,NA,571,4,1,63,63,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,87,67,0,1,0,0,0,0,0,0,0,0
3.59,3.18,572,4,1,55,55,1,1,0,0,1,0,0,0,0,0
3.36,2.59,572,3,1,67,163.99,1,1,0,1,1,1,0,0,0,0
2.38,2.95,571,3,1,49.5,46.5,1,1,0,1,0,1,0,0,0,0
3.55,2.95,571,4,1,38.5,38.5,1,1,0,0,1,1,0,0,0,0
2,NA,572,0,1,4,0,1,0,0,0,0,0,0,0,0,0
3.72,3.5,572,0,1,NA,NA,1,0,0,0,1,1,0,0,0,0
2.71,1.85,572,0,1,105,64,1,0,0,1,0,0,0,0,0,0
3.01,2.43,572,2,1,62,62,0,1,0,0,0,1,0,0,0,0
1.47,1.61,571,0,1,8,1,1,0,0,0,1,0,0,0,0,0
NA,NA,572,0,1,60.5,49.5,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,4,4,0,1,0,0,0,0,0,0,0,0
3.74,3.73,571,4,1,85,85,1,1,0,0,1,0,0,0,0,0
3.75,2,571,4,1,70,70,1,1,0,0,0,0,0,0,0,0
3.84,3.3,571,4,1,149,149,1,1,0,0,1,0,0,0,0,0
2.65,2.12,576,0,1,13,9,1,0,0,1,0,1,0,0,0,0
3.26,3,572,1,1,74,74,0,0,0,1,0,0,0,0,0,0
NA,NA,572,3,0,68,68,0,1,0,0,0,0,0,0,0,0
2.54,1.68,571,0,0,18,14,1,0,0,0,1,0,0,0,0,0
2.57,2.34,571,1,1,98,89,1,0,0,0,1,0,0,0,0,0
2.64,3,571,3,1,83,76,0,1,0,0,0,1,0,0,0,0
NA,NA,572,0,1,104,82,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,0,73,67,0,1,0,0,0,0,0,0,0,0
2.92,2.2,572,0,1,23,214.98,1,0,0,1,1,1,0,0,0,0
3.52,2.8,571,4,1,46,46,1,1,0,0,1,0,0,0,0,0
NA,NA,571,4,0,9,9,0,1,0,0,0,0,0,0,0,0
3.31,2.78,571,3,1,104,98,1,1,0,0,1,1,0,0,0,0
3.26,2.57,571,2,1,94,83,1,1,0,1,1,0,0,0,0,0
NA,NA,572,3,0,65,163.99,0,1,0,0,0,0,0,0,0,0
3.34,2.5,572,0,1,110,102,1,0,0,0,0,1,0,0,0,0
3.1,2.68,571,0,1,103.5,95.5,1,0,0,0,1,1,0,0,0,0
2.83,2,576,3,1,22.5,19.5,1,1,0,0,1,1,0,0,0,0
3.21,3.31,571,4,1,17,17,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,77,77,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,40,15,0,0,0,0,0,0,0,0,0,0
3.58,2.25,571,3,1,48,48,1,1,0,0,0,1,0,0,0,0
2.78,1,571,1,1,69,69,1,0,0,0,0,1,0,0,0,0
3.47,3.95,576,4,1,23,23,1,1,0,0,1,1,0,0,0,0
NA,NA,571,0,1,48,23,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,76,73,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,69,69,0,1,0,0,0,0,0,0,0,0
2.6,2,572,3,1,128.5,84,0,1,0,0,0,1,0,0,0,0
NA,NA,572,0,1,113.5,81.5,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,34,34,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,13,13,0,1,0,0,0,0,0,0,0,0
2.6,0.9,572,0,0,74,38,1,0,0,0,0,0,0,0,0,0
3.11,3.05,571,1,1,74,67,1,0,0,1,1,1,0,0,0,0
NA,NA,571,3,1,12,12,0,1,0,0,0,0,0,0,0,0
3.06,1.75,576,0,0,14,3,1,0,0,0,1,0,0,0,0,0
3.25,3.01,572,1,1,98,72,1,0,0,0,1,1,0,0,0,0
NA,NA,572,3,1,69,69,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,42,236.98,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,0,31.5,21,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,70,65,0,1,0,0,1,1,0,0,0,0
NA,NA,571,0,1,16,3,0,0,0,0,0,0,0,0,0,0
3.61,2.5,572,4,1,47,47,1,1,0,0,1,0,0,0,0,0
2.89,2.08,576,2,1,68,154.99,1,1,0,0,1,0,0,0,0,0
NA,NA,572,4,1,27,27,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,66,66,0,1,0,0,0,0,0,0,0,0
3.06,2.67,571,2,1,15,15,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,1,55,55,0,1,0,0,0,0,0,0,0,0
3.72,3.4,572,4,1,68,68,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,34,34,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,65,65,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,34,130.99,0,1,0,0,0,0,0,0,0,0
2.42,2.18,571,0,1,89,86,1,0,0,1,0,0,0,0,0,0
NA,NA,571,0,1,25,117.99,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,0,75,73,0,1,0,0,0,0,0,0,0,0
3.39,2.78,576,4,1,40.5,40.5,1,1,0,0,1,1,0,0,0,0
3.7,3.66,572,4,1,13,13,1,1,0,0,1,1,0,0,0,0
NA,NA,571,0,0,54,51,0,0,0,0,0,0,0,0,0,0
2.8,2.5,572,3,1,29,26,0,1,0,0,0,0,0,0,0,0
0,NA,572,4,1,81,78,0,1,0,0,0,0,0,0,0,0
2.89,2.89,571,0,1,101,186.99,1,0,0,0,0,1,0,0,0,0
2.98,2.35,572,4,1,58,58,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,1,41,41,0,1,0,0,0,0,0,0,0,0
3.57,3.44,571,2,1,63,63,1,1,0,1,0,1,0,0,0,0
3.67,3.43,572,4,1,4,4,0,1,0,1,0,0,0,0,0,0
NA,NA,572,4,0,8,8,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,22,13,0,0,0,0,0,0,0,0,0,0
3.2,2.93,571,0,1,115,211.99,1,0,0,0,1,0,0,0,0,0
3.37,2.76,576,3,1,14,14,1,1,0,1,1,1,0,0,0,0
3.02,3,572,4,1,52,52,1,1,0,0,1,0,0,0,0,0
3.4,2.87,571,4,1,26,26,1,1,0,0,0,1,0,0,0,0
NA,NA,572,3,0,13,8,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,66,66,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,4,4,0,1,0,0,0,0,0,0,0,0
3.09,2.93,571,0,1,25,103.99,1,0,0,1,1,1,0,0,0,0
NA,NA,572,4,1,86,83,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,65,160.99,0,1,0,0,0,0,0,0,0,0
NA,NA,576,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,81,77,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,78,72,0,1,0,0,0,0,0,0,0,0
3.02,3,572,3,1,86.5,86.5,0,1,0,1,0,0,0,0,0,0
NA,NA,571,4,0,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,13,10,0,1,0,0,0,0,0,0,0,0
3.05,2.5,571,0,1,71.5,67.5,1,0,0,0,1,1,0,0,0,0
NA,NA,571,3,1,73,62,0,1,0,0,0,0,0,0,0,0
3.23,3.5,572,4,1,64,61,1,1,0,0,1,0,0,0,0,0
NA,NA,576,0,1,6,0,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,0,4,4,0,1,0,0,0,0,0,0,0,0
2.83,1.53,571,2,1,54,47.5,1,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,51,43,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,0,53,40,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,69.5,55.5,0,1,0,0,0,0,0,0,0,0
3.51,3,571,4,1,69,69,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,1,7,0,0,0,0,0,0,0,0,0,0,0
2.67,1.82,576,0,1,17,13,1,0,0,0,0,1,0,0,0,0
NA,NA,572,3,1,98,285.98,0,1,0,0,0,0,0,0,0,0
1.01,0.35,571,2,1,44,44,0,1,0,0,0,0,0,0,0,0
3.15,3,572,1,1,68,64,0,0,0,1,0,0,0,0,0,0
NA,NA,572,1,0,83,179.99,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,10,10,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,89,271.98,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,75,68,0,1,0,0,0,0,0,0,0,0
3.06,2,571,4,0,30,30,0,1,0,0,0,0,0,0,0,0
2.42,2.54,571,1,1,73.5,172.49,1,0,0,0,1,1,0,0,0,0
3.48,3.27,571,0,1,24,7,1,0,0,0,1,1,0,0,0,0
NA,NA,571,2,0,3,3,0,1,0,0,0,0,0,0,0,0
2.99,2.89,571,0,1,16,9,1,0,0,1,1,1,0,0,0,0
NA,NA,571,0,1,8,4,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,84,179.99,0,1,0,0,0,0,0,0,0,0
3.88,3.63,572,4,1,14,110.99,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,1,14,14,0,1,0,0,0,0,0,0,0,0
3.78,3.65,576,4,1,15,15,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,0,4,4,0,1,0,0,0,0,0,0,0,0
2.86,2.12,571,0,1,22,6,1,0,0,0,1,1,0,0,0,0
NA,NA,572,3,1,109,105,0,1,0,0,1,1,0,0,0,0
2.6,2.9,571,3,1,87.5,84.5,1,1,0,1,1,1,0,0,0,0
2.59,2.23,571,0,1,109,98,1,0,0,1,1,0,0,0,0,0
3.39,2.58,572,4,1,40.5,40.5,0,1,0,1,0,1,0,0,0,0
NA,NA,572,4,0,17,17,0,1,0,0,0,0,0,0,0,0
3.36,1.9,571,2,1,42,39,0,1,0,0,0,1,0,0,0,0
3.01,3.01,571,3,1,43,43,1,1,0,1,1,0,0,0,0,0
NA,NA,572,4,1,75,73,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,18,18,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,16,16,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,0,17,17,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,0,34,34,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,0,24,8,0,1,0,0,0,0,0,0,0,0
2.99,0.7,571,3,1,62.5,62.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,0,32,11,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,0,79.5,258.48,0,1,0,0,0,0,0,0,0,0
NA,NA,576,2,0,24,24,0,1,0,0,0,0,0,0,0,0
3.9,3.89,571,4,1,64,64,1,1,0,0,1,1,0,0,0,0
NA,NA,572,1,1,44,32,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,77,77,0,1,0,0,0,0,0,0,0,0
2.78,2.95,572,0,1,73,70,1,0,0,1,0,1,0,0,0,0
2,NA,572,3,1,37,27,1,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,82.5,178.49,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,40,40,0,1,0,0,0,0,0,0,0,0
0.55,NA,571,3,1,152,325.98,1,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,73,461.96,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,49,49,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,74,170.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,18,18,0,1,0,0,0,0,0,0,0,0
3.31,3.13,571,4,1,10,10,1,1,0,0,1,1,0,0,0,0
3.75,NA,572,4,1,93,89,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,84,180.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,1,1,59,50,0,0,0,0,0,0,0,0,0,0
NA,NA,576,0,0,69,49,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,10,10,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
3.52,3.59,571,1,1,14,14,1,0,0,0,1,1,0,0,0,0
3.44,2.5,571,4,1,60,60,1,1,0,0,1,1,0,0,0,0
2.66,2.01,571,2,1,21,18,1,1,0,1,0,0,0,0,0,0
NA,NA,571,2,0,29,26,0,1,0,0,0,0,0,0,0,0
2.76,0,572,4,1,61,61,1,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,53,53,0,1,0,0,0,0,0,0,0,0
3.7,3.85,572,3,1,71,58,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,37.5,23,0,0,0,0,0,0,0,0,0,0
3.73,3.68,572,4,1,70,67,1,1,0,0,1,1,0,0,0,0
3.09,2.5,572,2,1,104,196.99,0,1,0,0,0,1,0,0,0,0
3.75,3.62,576,2,1,36,36,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,83,78,0,1,0,0,0,0,0,0,0,0
3.55,4,571,2,1,73,73,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,45.5,39.5,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,94,75,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,11,4,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,125.5,103.5,0,0,0,0,0,0,0,0,0,0
3.44,3.34,571,4,1,64,63,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,76,76,0,1,0,0,0,0,0,0,0,0
2.88,2.68,571,0,1,38,38,1,0,0,1,1,1,0,0,0,0
3.58,3.59,576,4,1,71,246.98,1,1,0,0,1,1,0,0,0,0
3.02,3.5,572,4,1,65,65,0,1,0,1,0,1,0,0,0,0
NA,NA,571,0,1,69,35,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,8.5,8.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,73,73,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,79,48,0,0,0,0,0,0,0,0,0,0
2.88,2.06,571,0,1,NA,NA,1,0,0,0,0,1,0,0,0,0
3.57,3.08,571,2,1,62,59,1,1,0,0,1,1,0,0,0,0
3.32,2.97,571,3,1,24,24,1,1,0,0,0,1,0,0,0,0
2.84,2.63,572,3,1,65,65,1,1,0,1,1,1,0,0,0,0
3.59,3.7,572,4,1,62,62,1,1,0,0,1,0,0,0,0,0
3.18,2.93,571,0,1,77,264.98,1,0,0,0,1,1,0,0,0,0
NA,NA,572,4,1,72,72,0,1,0,0,0,0,0,0,0,0
NA,NA,576,0,1,26,6,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,19,19,0,1,0,0,0,0,0,0,0,0
3.07,2,571,1,1,27,23,1,0,0,0,1,0,0,0,0,0
3.05,2.48,571,2,1,30,30,0,1,0,1,0,0,0,0,0,0
NA,NA,571,4,1,74,74,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,26,12,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,1,13,10,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
3.52,2.71,571,2,1,57,57,1,1,0,0,1,1,0,0,0,0
2.59,2,572,3,1,85,78,0,1,0,0,0,1,0,0,0,0
NA,NA,571,2,0,70,64,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,87,84,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,108,95,0,1,0,0,0,0,0,0,0,0
2.29,0.33,571,0,1,66,52,1,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,64,64,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,78,78,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,16,16,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,40,28,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,17,0,0,0,0,0,0,0,0,0,0,0
3.54,2.85,572,2,1,76,76,0,1,0,1,0,0,0,0,0,0
3.55,2.87,572,0,1,115,92,0,0,0,0,0,1,0,0,0,0
NA,NA,572,2,0,4,4,0,1,0,0,0,0,0,0,0,0
2.45,2.09,576,2,0,48,48,1,1,0,0,1,0,0,0,0,0
NA,NA,572,4,1,36,36,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,26,23,0,1,0,0,0,0,0,0,0,0
3.37,3.1,576,3,1,50.5,50.5,1,1,0,0,0,1,0,0,0,0
NA,NA,572,4,1,84,84,0,1,0,0,0,0,0,0,0,0
3.45,3.2,572,3,1,10,10,1,1,0,0,1,1,0,0,0,0
NA,NA,576,4,1,19,19,0,1,0,0,0,0,0,0,0,0
3.17,2.82,571,3,1,52.5,52.5,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,0,28,28,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,0,30,27,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,20,10,0,0,0,0,0,0,0,0,0,0
3.13,2.67,576,4,1,14,14,1,1,0,0,1,1,0,0,0,0
3.81,3.85,572,3,1,78,165.99,1,1,0,0,1,1,0,0,0,0
2.67,NA,572,1,1,31,22,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,0,30,126.99,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,1,78,72,0,1,0,0,0,0,0,0,0,0
3.66,2,571,4,1,61,30,1,1,0,0,1,0,0,0,0,0
2.61,2.63,571,2,1,71,167.99,1,1,0,0,1,1,0,0,0,0
NA,NA,572,1,1,76,73,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,0,50,42,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,0,6,3,0,0,0,0,0,0,0,0,0,0
2.29,0.95,571,0,1,39,115.99,1,0,0,0,0,1,0,0,0,0
3.45,2.78,576,4,1,29,29,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,1,86,86,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,576,1,0,17,17,0,0,0,0,0,0,0,0,0,0
2.83,2.38,576,2,1,54,54,1,1,0,1,0,1,0,0,0,0
3.54,3.18,576,3,1,63,63,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,0,80,75,0,1,0,0,0,0,0,0,0,0
NA,NA,576,4,1,17,17,0,1,0,0,0,0,0,0,0,0
NA,NA,576,3,0,39,35,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,47,47,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,61.5,61.5,0,1,0,0,0,0,0,0,0,0
3.26,2.77,572,3,1,14,14,1,1,0,1,1,1,0,0,0,0
NA,NA,571,0,0,39,222.98,0,0,0,0,0,0,0,0,0,0
3.66,3,571,4,1,62,62,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,0,3,3,0,1,0,0,0,0,0,0,0,0
NA,NA,576,4,1,73,70,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,99,99,0,1,0,0,0,0,0,0,0,0
3.74,3.23,571,2,1,68,68,0,1,0,0,0,1,0,0,0,0
NA,NA,572,4,1,57,54,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,80,80,0,1,0,0,0,0,0,0,0,0
3.19,2.25,572,4,1,13,13,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,31,31,0,1,0,0,0,0,0,0,0,0
3.09,1.5,572,4,1,70,66,1,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,63,161.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,3,3,0,1,0,0,0,0,0,0,0,0
3.46,3.33,571,0,1,59,48,1,0,0,0,1,1,0,0,0,0
NA,NA,572,4,1,54,54,0,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,28,28,0,1,0,0,0,0,0,0,0,0
2.89,3.2,571,0,1,52,38,0,0,0,0,0,0,0,0,0,0
2.97,2.22,572,4,1,55,50,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,1,49,31,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,17,17,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,56,56,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,85,85,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,128.5,394.47,0,1,0,0,0,0,0,0,0,0
3.38,3.6,571,4,1,86,70,1,1,0,0,1,1,0,0,0,0
3.09,2.85,571,3,1,91,83,0,1,0,1,0,0,0,0,0,0
2.48,1.74,571,0,1,48,119.99,1,0,0,1,0,0,0,0,0,0
3.46,3.04,572,4,1,80,80,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,66,66,0,1,0,0,0,0,0,0,0,0
3.31,2.72,571,3,1,97,89,1,1,0,0,0,1,0,0,0,0
2.75,2.31,571,0,1,31,107.99,1,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,74,74,0,1,0,0,0,0,0,0,0,0
3.15,2.35,572,4,1,68,68,1,1,0,1,0,1,0,0,0,0
NA,NA,571,4,0,17,17,0,1,0,0,0,0,0,0,0,0
3.57,2.68,572,4,1,98,94,1,1,0,0,0,1,0,0,0,0
2.86,2.67,572,3,1,81,69,1,1,0,0,1,0,0,0,0,0
3.11,2.65,571,2,1,19,19,1,1,0,1,1,1,0,0,0,0
3.19,3.35,576,3,1,80.5,80.5,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,0,10,10,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,54,54,0,1,0,0,0,0,0,0,0,0
2.59,2.63,572,0,1,32,16,1,0,0,1,1,1,0,0,0,0
NA,NA,576,2,1,8,8,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,80,80,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,8,8,0,1,0,0,0,0,0,0,0,0
3.31,2.35,572,0,1,7,0,0,0,0,0,0,1,0,0,0,0
NA,NA,571,4,0,3,3,0,1,0,0,0,0,0,0,0,0
3.63,4,572,2,1,68,163.99,1,1,0,0,1,0,0,0,0,0
2.85,2.73,571,2,1,68,68,1,1,0,1,1,1,0,0,0,0
NA,NA,571,4,1,56,53,0,1,0,0,0,0,0,0,0,0
3.61,2.7,572,2,1,86,86,1,1,0,0,0,0,0,0,0,0
1.85,1.7,572,0,1,103.5,89.5,1,0,0,0,0,0,0,0,0,0
2,NA,572,3,1,79,79,0,1,0,0,0,0,0,0,0,0
2.84,1.85,572,1,1,40,37,1,0,0,1,1,0,0,0,0,0
NA,NA,571,4,1,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,62.5,62.5,0,1,0,0,0,0,0,0,0,0
